id,sender_id,receiver_id,amount,start_time
115,3056,1340,10000716,116114
116,5300,1331,10000278,117344
117,5785,2217,10000209,117768
118,4188,1959,9999211,118333
119,5005,1184,9999211,122050
120,398,2489,9999002,124530
121,2210,764,10000121,125802
122,422,1241,9999919,126080
123,3992,827,9998498,129280
124,2220,3182,10000653,130785
125,5570,317,10001655,130911
126,3209,3535,9999674,134655
127,4564,5568,10000362,135385
128,444,888,9998829,138896
129,4882,2723,9999628,138987
130,1903,1673,10000221,140619
131,3952,5013,10000180,141834
132,1435,4979,9999385,142481
133,2914,2579,9998646,144097
134,173,1124,9999739,144632
135,4194,5745,9999503,145732
136,2469,424,10000152,149279
137,4891,589,9999765,150126
138,3334,4111,10000829,151626
139,76,673,9999222,152264
140,315,5192,9998815,154632
141,1786,3101,10001161,155133
142,5284,4963,9999581,155555
143,3703,886,9999437,155611
144,218,1626,9999371,156446
145,54,987,9999596,158649
146,5842,4944,10002744,158789
147,1102,5471,10001040,159363
148,2598,2565,10000422,160527
149,4793,5231,9999511,161314
150,5050,1134,9999390,162430
151,626,4996,10000124,163420
152,4276,1668,9999753,163881
153,4954,2767,9999618,166782
154,3000,3961,9999691,168037
155,859,478,10000495,168088
156,5544,3178,10000985,169493
157,543,5013,9999836,171270
158,1346,3525,9999953,172535
159,1551,746,10000023,173796
160,3414,5203,9999008,174294
161,2033,2304,9999828,174607
162,3035,5081,9999621,175502
163,2829,4775,9999620,175828
164,5127,4689,9999407,178163
165,5497,1595,10000330,178316
166,4312,3028,9999353,181187
167,490,5454,10000011,181241
168,325,3850,10000254,182048
169,633,4789,10001662,183976
170,548,3679,9999509,186410
171,3731,330,9998587,186738
172,1888,5409,10000507,186980
173,1492,405,10002475,189093
174,5155,379,9999584,189335
175,5533,449,10000295,190948
176,1568,343,10000532,193152
177,5404,4612,9999211,193496
178,2836,5830,9999596,194530
179,1069,1093,9998664,194551
180,5499,2962,10000517,195308
181,1882,5575,9998836,195501
182,651,3581,9998213,196548
183,4180,2726,10000067,197724
184,3970,303,10001326,199271
185,3530,361,9999829,204821
186,787,1942,10000023,205470
187,1868,4018,9997735,206395
188,1352,1233,10001013,206581
189,3332,2618,10000959,207023
190,4936,3008,10000368,208409
191,1757,94,9998192,211626
192,4149,3687,10002663,212243
193,4714,5424,9998980,213185
194,4901,4390,9998484,213859
195,41,1607,10001173,214894
196,4479,2678,10000056,218237
197,699,5674,9998724,220116
198,623,3776,10000354,220823
199,4834,3270,10001399,223110
200,1086,1379,9999765,223270
201,4514,3427,9998069,223739
202,3867,1613,9998932,224561
203,879,4448,10002020,226266
204,721,1781,10001084,229558
205,2784,4699,10000139,229930
206,5808,4453,10000203,231109
207,1561,4753,9999138,231292
208,3913,4860,9999822,232192
209,2993,5805,9999380,232363
210,3304,5804,9998817,232662
211,3159,1554,10000357,232973
212,1524,593,9999752,234448
213,1962,2527,10001337,235375
214,3416,3770,10000660,235842
215,2247,5503,10000317,236934
216,1555,2228,10000215,237342
217,5982,2672,9999491,239917
218,4848,4636,10001755,242424
219,3908,3104,10000244,244166
220,3169,4886,9999523,244211
221,3670,1274,9998871,244376
222,2236,3874,10000595,244876
223,2715,5222,10000457,245900
224,5884,4301,9999999,246048
225,243,4,9999691,246704
226,3586,1678,9999867,246804
227,5457,521,9999879,246969
228,5171,2114,10000427,250103
229,1302,17,10000549,250130
230,3760,3073,9999234,250714
231,3478,592,9999498,250857
232,2295,4065,9999918,251514
233,2883,2323,9999719,252174
234,1892,2116,9999179,253373
235,4426,3807,9999534,253706
236,4948,3639,10001497,255654
237,2304,3739,9998691,255893
238,2350,3193,10000768,256227
239,3742,761,10003641,258831
240,2377,3788,10000005,260731
241,3891,642,9999548,261147
242,5072,1938,10001702,270375
243,3149,2623,10000358,270457
244,5056,5775,9999733,272112
245,1532,2969,10001307,272476
246,2810,5238,10001043,273263
247,1808,3436,10001714,273789
248,3333,5461,9998452,274352
249,5109,4448,10000794,275276
250,4803,4411,9998975,277020
251,1110,1100,9997705,277130
252,4032,6,10000097,277618
253,2897,1446,10000721,279136
254,2426,1451,9998963,279445
255,1324,2189,9999867,280145
256,2016,3944,10001593,282756
257,142,1130,9999270,282784
258,1008,2382,9999806,283810
259,3636,3507,10000524,283842
260,4212,2233,9998192,285203
261,3988,1409,10000241,287155
262,4528,2067,9999749,288226
263,3120,5603,10000314,288684
264,3231,3599,9998813,290700
265,5204,2534,9999975,291215
266,2405,5095,9998960,292330
267,2234,2963,10000110,293301
268,512,2611,9999151,294513
269,4403,1371,9999953,295150
270,2356,2231,10000981,295329
271,2415,2508,9999283,295740
272,4761,4869,9999341,295749
273,4250,5401,9999492,296494
274,2103,4750,9999890,298085
275,3327,4721,10000649,298198
276,3544,741,9999127,298238
277,4052,2083,9998873,298244
278,1614,5964,9997939,298279
279,3417,1538,9999497,299027
280,4142,1860,10000331,299969
281,3896,209,9999504,301822
282,204,5547,10001711,305167
283,4507,3297,10000688,305735
284,3955,5190,10000126,305964
285,4205,1018,10000870,306672
286,718,2304,9999859,307663
287,1079,4191,10000968,307741
288,2340,3414,9998618,309536
289,3202,599,9998671,310188
290,2056,4744,9999913,311090
291,4732,5132,10001032,311181
292,5546,189,10001281,313046
293,1933,3846,9999883,313086
294,4615,4167,9998841,313377
295,4924,1995,10000863,313769
296,2447,3978,10000155,314263
297,4297,50,9999130,315352
298,2038,3217,9999731,316417
299,488,949,10001463,316753
300,4742,3057,10000268,317543
301,655,2886,10000246,318218
302,5257,3042,10000037,318978
303,2271,4674,9999838,319013
304,3656,4686,10000415,323008
305,3904,5349,9998852,323373
306,2636,19,10000916,326011
307,3960,1325,10000650,326087
308,5104,4591,10001237,327706
309,3067,3310,10000645,328517
310,5111,5842,9998525,331192
311,4977,5048,9999400,334234
312,4073,3610,10001728,334353
313,2200,2463,9998456,335876
314,3535,4437,9998620,336535
315,4338,2611,10000798,336705
316,3488,3883,10001426,338619
317,5257,303,10000019,338623
318,1833,4735,9999490,339273
319,81,1517,9999194,340626
320,685,4611,9999489,340627
321,783,4580,9999030,340838
322,772,3803,9998424,340903
323,939,986,9999393,341368
324,982,947,9999824,343026
325,2860,1558,9998545,344002
326,4201,4520,9999037,344833
327,5092,2278,10001020,346019
328,424,618,9999170,347152
329,1527,5976,9999778,347180
330,539,2093,9999853,347267
331,4268,2524,9999129,347420
332,3023,3233,9999867,348243
333,1732,515,9999629,349277
334,5092,1605,10000021,350976
335,4775,745,9998341,351125
336,1591,4742,10000076,352897
337,1474,3564,10001073,353191
338,3137,2643,9999561,353527
339,2460,2752,9998543,354012
340,3251,5227,9998586,356751
341,527,4805,10001067,359150
342,5830,2847,10001007,359240
343,3191,704,10000770,360326
344,2903,1840,9998613,360628
345,360,306,9999241,363172
346,168,3953,9999624,363604
347,2158,3541,10000398,364049
348,5928,5154,9999876,364582
349,2604,4297,9998511,364666
350,5468,83,9998266,366687
351,1499,3137,10000254,367084
352,751,3543,10002340,367360
353,4100,5833,10000308,369462
354,3800,5971,9999557,369614
355,3887,2841,9999207,370072
356,425,5597,9999502,372977
357,2747,4797,9999225,373884
358,100,4552,10000480,374451
359,3341,2564,9999720,374691
360,1855,1957,9999508,375624
361,2945,3575,9998645,378991
362,5885,2372,9999846,379004
363,2820,3418,10000291,379349
364,4568,52,10000493,382095
365,899,4516,9999455,386587
366,2419,674,10000071,386996
367,3287,301,9998695,389164
368,4438,2849,10001178,389177
369,4957,3347,9999878,391112
370,2085,5695,10000376,391113
371,317,4974,9999929,391208
372,3646,3025,9999736,393122
373,3966,5750,9999055,393694
374,139,5297,9999748,393708
375,4958,1173,9999528,394403
376,2483,1472,9998561,396520
377,3304,3292,9999957,397374
378,889,1592,9999977,397611
379,2958,4222,9999578,398824
380,338,5557,9999400,399302
381,4127,5004,9999028,400573
382,4530,1771,9998425,401655
383,2160,2694,10000810,402005
384,738,1302,9999974,403421
385,3416,3794,9998766,404303
386,5019,1001,10000927,404422
387,5760,4563,10001511,404766
388,4542,4441,10001113,405132
389,4866,5923,9999972,405425
390,5973,792,9999301,405853
391,393,3489,10001332,408123
392,4049,3875,10000437,408825
393,1069,3498,9999825,409755
394,96,1286,10000373,417439
395,819,5218,10000621,419237
396,1862,1624,9998147,419535
397,3529,4526,9998952,422031
398,183,378,9998615,423760
399,870,5033,10000011,424070
400,372,3040,9998439,424453
401,5251,5299,10002088,424598
402,3462,1825,9999185,424963
403,3863,5508,9999777,425721
404,3470,4484,9999497,425856
405,4243,1578,9998756,425864
406,173,5274,10001012,427433
407,1848,5571,9999592,428111
408,3917,1180,9999816,432075
409,3304,3902,9999346,432374
410,3010,1224,9998687,432475
411,1174,5378,9999276,432501
412,5204,2939,10001173,432534
413,1572,2821,9999990,432546
414,2464,471,9999989,434346
415,4145,2635,10000986,436572
416,1966,726,10000356,436713
417,3913,2021,10001174,438260
418,659,155,9999943,438616
419,1309,3742,10000267,439455
420,724,3641,9999284,441662
421,4240,1691,10000589,442420
422,4848,2911,10000480,442714
423,4921,5650,10001339,442837
424,4684,3272,10000783,442971
425,180,1732,10001175,443716
426,1610,2535,10001589,444330
427,3572,3011,9998528,444603
428,4100,5752,9998862,445401
429,410,5556,10001077,446840
430,5278,938,10000623,449993
431,3569,2146,9999196,450658
432,3353,63,9999374,452020
433,3960,5822,9999545,453874
434,2063,3943,10000157,456325
435,3912,2358,9999216,456859
436,577,5793,9998355,457220
437,5084,1149,10000425,458998
438,1143,4603,9998919,460963
439,1747,3855,10000990,462297
440,77,4808,10001212,465107
441,2714,4508,9999865,465238
442,5540,3756,9999345,465811
443,5132,5487,9999347,466881
444,5276,3967,10000993,467877
445,1551,3890,9998909,469254
446,3299,2802,10000440,470021
447,2190,5749,9998344,471023
448,2279,5532,9997539,471374
449,2447,2584,9998268,473718
450,3981,2368,10001471,474623
451,590,3243,9999935,474823
452,2217,1469,9999594,475282
453,5081,1134,10000806,475535
454,5527,4853,9998262,476814
455,486,4736,10001084,478843
456,1211,2367,10002239,479996
457,3254,754,10000457,481537
458,2646,463,9999850,482240
459,3293,2110,9999714,482700
460,1609,2405,10000278,483091
461,3353,269,9999654,483112
462,2365,1376,10000147,483280
463,5472,2689,9999547,483575
464,2617,3565,10000675,484839
465,4006,2711,9999457,485297
466,702,3634,9998348,485474
467,4464,4974,9999979,487588
468,5890,3468,10000382,488162
469,4946,5812,10000746,488345
470,1401,5653,9999769,489381
471,5428,4680,10000497,491417
472,5102,1527,10001346,491490
473,5979,2641,10000669,492201
474,4437,2527,10000456,492542
475,4591,1787,9999033,492796
476,3024,752,10000341,497661
477,5395,2663,9998808,498389
478,5907,1067,9999689,501602
479,4421,785,9999921,501954
480,621,5211,10001620,503615
481,320,3427,10001358,504895
482,5999,2192,9999728,505614
483,1139,3911,9999240,506372
484,2716,3330,10000922,507181
485,4842,3014,10001287,507644
486,5457,2997,10000130,507907
487,4089,3964,9999831,509062
488,40,1424,10000433,509304
489,102,767,9999535,509406
490,1244,349,10000550,510077
491,2528,382,10000987,511067
492,400,5405,10001086,512377
493,5360,1303,9999008,512794
494,3101,2078,9999879,513146
495,788,1228,9998886,514104
496,4741,180,9999551,514385
497,627,3191,10000862,515381
498,3479,1208,10000976,515741
499,667,3092,9999368,516063
500,5082,2369,10000260,516729
501,4342,4201,10000385,518084
502,4025,1485,10000095,518364
503,3939,4903,9999356,518728
504,4036,1544,9998553,518877
505,2684,1979,10000690,519068
506,4368,5157,10001087,519150
507,5739,5852,10000719,521032
508,2465,877,9999967,522343
509,876,4340,9999926,523179
510,4475,1894,9999468,524086
511,3697,4621,10000577,524725
512,5213,665,10003184,526492
513,871,3937,9999889,526551
514,3849,989,10001120,527417
515,470,3757,9998500,527796
516,3710,2055,9997194,528025
517,98,4340,10001211,528335
518,801,946,10000943,528588
519,3271,4827,9999187,529448
520,4087,3938,9999869,529655
521,2841,1523,9999880,530787
522,2643,5894,9999404,531285
523,2118,2155,10000322,531527
524,4269,4761,10001008,532013
525,4389,1436,10001354,532663
526,533,4126,10000437,535772
527,4156,5496,9999343,536008
528,3383,4193,9999186,536342
529,124,964,10001667,538074
530,3098,2227,9999531,538244
531,1619,1277,10001199,539157
532,405,2233,9998184,540832
533,631,2859,9999687,541516
534,727,1862,9999248,542134
535,1444,5102,9999408,543398
536,5948,1340,10000308,543771
537,623,3124,10000790,543849
538,125,4929,9999613,544576
539,1085,3899,10000003,544965
540,683,3064,10000237,545028
541,5055,4687,10000462,545124
542,374,3037,9999618,546513
543,2494,4323,10001066,547333
544,4208,3008,9999429,547660
545,883,2461,10000434,551415
546,1575,4411,10000702,552350
547,1662,5420,9998651,552901
548,3794,103,10000441,554394
549,2055,1203,10000797,554527
550,1878,4383,9998658,556766
551,4845,965,10000347,557717
552,217,5629,9999395,559123
553,2683,2298,9998988,559306
554,1213,2816,10001284,559524
555,73,1285,10000431,560103
556,4515,2179,10000728,561470
557,2883,3046,10001199,562686
558,429,4192,9999991,565536
559,4898,3989,10000598,565721
560,1182,465,10000689,566144
561,305,2922,9999283,566386
562,5514,1908,10000402,569146
563,3336,3524,9997243,569366
564,3708,3220,10001144,569987
565,4656,5379,9998481,570509
566,5048,775,9999765,573615
567,5999,5242,9999767,575923
568,562,2779,9998657,576017
569,4724,23,10000091,577341
570,1374,4296,10002020,577833
571,5502,5446,9998839,581149
572,2393,2486,10000534,582555
573,5719,5846,10001158,582865
574,5126,5345,10000273,584202
575,5900,1331,9999152,586630
576,2098,3271,10000362,586782
577,1713,5484,9999873,586814
578,3692,4537,9997490,586905
579,5947,1980,10000428,588260
580,2612,1160,9999285,590164
581,5334,2167,10001880,591878
582,3504,1594,10000376,591898
583,3356,890,10000994,593585
584,1537,3918,10001193,594409
585,4651,1031,9998108,594958
586,3379,4696,10000096,595683
587,2236,1090,9998291,596057
588,2264,3300,9998569,597581
589,711,3794,10000171,601114
590,2769,865,10000378,601878
591,1989,4028,10002617,601990
592,972,4921,10000468,603549
593,4402,4823,10000185,603619
594,2370,219,9999891,603718
595,972,931,9999780,603847
596,166,4656,9999381,604382
597,5023,2820,10001403,605685
598,4228,3795,9999046,606256
599,567,821,10000640,606706
600,5098,1332,9999774,606931
601,3404,1923,10000528,607807
602,229,3958,9999335,607956
603,1732,4382,10000019,608075
604,235,5101,9999863,608325
605,2545,2309,10000278,610363
606,5558,3911,10002283,612580
607,4316,4524,9999717,612953
608,2132,1157,9999522,614225
609,1363,2246,9999306,614499
610,3040,5357,10000297,614649
611,2342,245,9997898,614887
612,3070,4487,9999768,615473
613,2084,5229,10000996,616217
614,3401,3852,9999918,617785
615,2787,5814,10001582,618374
616,23,4444,10001013,618546
617,3279,76,10001245,618698
618,5721,733,9999438,620585
619,2560,1855,9999737,621102
620,2071,4995,9998115,622946
621,4664,3455,9999353,625462
622,2722,1369,10000632,626300
623,1787,133,10000130,629095
624,6004,5395,9999976,629434
625,1206,3983,10001095,630209
626,5787,1348,10001706,630345
627,203,1961,9998484,630730
628,3049,5784,9999902,634055
629,1540,2248,10003547,634513
630,5677,5573,10000214,635826
631,5357,79,10000393,635850
632,2264,1162,10000491,636936
633,1822,5531,9999182,637710
634,5326,1538,10000243,638253
635,4970,1663,10000054,641981
636,2337,505,9999495,642014
637,2443,3225,10000256,643379
638,5433,4998,10000915,644755
639,5339,2853,10001306,646108
640,3780,2306,9999707,647398
641,3569,3180,9998685,648459
642,2533,3946,10001135,650097
643,3530,262,10000637,650314
644,4900,3685,9997666,650607
645,1404,3225,9999064,651820
646,5194,4534,9999021,654208
647,3717,4433,10000758,655543
648,558,3012,9999695,655604
649,5086,2259,10001130,655614
650,3941,3622,10000070,655792
651,595,3499,9998332,659016
652,5750,4958,10000282,659070
653,3079,1047,9999915,659292
654,1536,5890,10001164,660188
655,5413,2165,9999860,660670
656,3256,1335,9999941,660721
657,5879,194,10002657,662266
658,2784,5858,10000195,663163
659,5027,1612,10002476,666993
660,2745,4105,9999649,667416
661,5379,5201,9999268,668241
662,2370,645,9999138,668743
663,746,4960,10000246,670394
664,5565,3162,10000863,672951
665,2162,454,9999454,673763
666,4321,3308,9998737,675957
667,5688,960,9999139,676355
668,4202,391,9999600,679044
669,2020,3598,10001717,679674
670,2024,5963,10001959,680382
671,4288,2155,10000115,681078
672,1762,1809,9998637,682000
673,4029,1910,9999453,683275
674,1207,3725,10001085,683717
675,2549,1788,9999421,684484
676,3163,4899,10001418,684882
677,810,3601,10000790,685165
678,4002,723,9998192,685277
679,859,4522,10000231,685343
680,1032,3908,9998361,687704
681,1937,5462,9999072,687778
682,2554,1835,10000182,691187
683,1852,4363,10000456,693072
684,825,969,10000243,695340
685,3954,199,9997178,695554
686,5479,3021,10000046,697343
687,2093,835,10001283,697403
688,3521,1033,10001015,698190
689,4458,1124,10000268,698676
690,4594,5828,10000957,701520
691,536,1610,10001100,703606
692,4175,2136,10001141,704262
693,3971,1552,9998704,704296
694,3627,4298,9999567,704615
695,2313,847,10000802,706713
696,924,3764,9999096,708127
697,2834,1896,9999028,709305
698,1793,574,10002637,709668
699,3839,271,10000874,709679
700,515,1586,10001517,710077
701,564,172,10000174,710597
702,3102,4096,9999367,711457
703,3362,4154,10000938,713143
704,2159,5251,9998120,713909
705,2442,3677,9999855,715024
706,3233,5431,9998958,715452
707,5813,4041,10000308,717499
708,4792,2583,10002821,718455
709,1331,1736,10000435,720801
710,1452,5187,9999890,721286
711,4331,2419,10000259,721753
712,1854,3063,9999393,725636
713,4202,5848,10000611,726304
714,5301,3354,9999600,728273
715,2996,4020,9999973,731098
716,3280,95,9999823,734921
717,1520,1021,9999428,735048
718,194,2665,9998670,736820
719,1757,4313,10001086,738795
720,4081,2330,10002150,739532
721,5249,3432,9999199,741118
722,3779,3258,10000030,741346
723,3004,5160,10001840,741600
724,5577,1933,10000724,743320
725,325,2185,10000780,744015
726,1050,2283,9998278,745281
727,1296,1169,10000496,746380
728,4415,2966,10000222,747591
729,2989,734,10000880,748043
730,5935,3604,10000106,749404
731,2900,4850,9999111,751366
732,1412,1508,9999574,753905
733,3762,5781,10000632,755558
734,3851,5387,10000048,755916
735,1029,3217,9999681,759533
736,5119,343,10001403,760221
737,196,4255,10001298,762070
738,5490,4378,9999150,766541
739,3538,5996,10000351,767195
740,2839,3955,9999912,768368
741,418,5907,10000064,769836
742,1918,3882,10001643,770049
743,305,2086,9999905,775269
744,4927,4252,10000304,776678
745,3254,3280,10000520,778371
746,2858,2872,9999309,779856
747,5599,4237,9998686,780000
748,3032,3237,9998423,780828
749,2463,4092,10000773,781121
750,3589,2069,10001833,781365
751,3569,5800,10000627,781422
752,4547,4880,9999038,781537
753,1905,3695,10000972,782027
754,5354,5189,9997700,782744
755,1458,3861,10000257,784805
756,581,5732,9999243,784923
757,5205,3524,9999429,786085
758,2525,5047,10001826,786133
759,1210,4747,9998777,786763
760,1422,3709,9999098,787497
761,163,2437,9999242,788808
762,494,272,10000693,789176
763,2877,1186,9999223,790039
764,3117,2293,10001369,791075
765,4992,749,9998198,791147
766,262,1805,10000464,792155
767,2237,3158,10000251,792554
768,2625,4254,10001154,793067
769,1971,3014,10000905,793451
770,1766,5720,9999626,793468
771,1081,2055,9999558,793493
772,4358,5281,10000366,793715
773,5722,5630,10000726,793987
774,4251,2327,9999516,795267
775,1315,3787,9998902,796438
776,3072,2937,10000142,796838
777,4185,3789,10000669,799324
778,2252,1058,10000127,800566
779,4636,1009,9999379,801512
780,4595,989,10000628,802634
781,4951,1966,9998704,803970
782,2434,1055,9999433,805369
783,5245,4132,9999520,807139
784,19,2423,10000579,808247
785,3252,1779,9997936,809038
786,405,260,9997856,809648
787,759,5915,10001723,814134
788,6005,376,9999684,814350
789,2245,3764,10000256,814687
790,5188,4686,9999781,815873
791,2009,5215,9999381,816239
792,3915,3419,9999301,816333
793,5455,2016,10001032,816390
794,2949,3820,9998858,817593
795,5200,5936,10001412,817650
796,3966,3854,9999479,817902
797,3523,2389,10000001,818691
798,4654,303,9999270,818927
799,3227,4518,9998316,819822
800,5749,1986,9999183,820762
801,4109,147,9998816,821331
802,535,2934,10000001,821922
803,3786,4017,10002049,822514
804,314,2841,9998391,825124
805,2365,4294,10000704,825334
806,321,4067,10001444,826710
807,765,2481,10000668,827232
808,1851,4178,10001424,827418
809,4938,2973,10000052,827835
810,2842,3224,9998589,828792
811,740,2919,9999712,830754
812,2413,2262,10001160,830997
813,5122,4223,10000198,832675
814,1579,2130,9999293,834100
815,1411,4721,10000293,834946
816,4831,3871,9999412,835273
817,2367,990,10000707,835758
818,4696,487,9999427,835997
819,3086,1566,10001200,837716
820,3920,4176,9998580,837729
821,3044,4848,9998705,837981
822,1995,2940,10000059,838459
823,254,1244,9999841,838472
824,2189,1104,10001199,839347
825,4399,1910,9999306,840296
826,2564,3932,10001512,841201
827,4889,203,10000809,841843
828,4439,5886,10000074,842111
829,5997,1181,9998648,842914
830,1702,3868,9999908,843190
831,5501,4180,10000300,845000
832,4765,2883,9999564,845070
833,1685,3551,10000303,847585
834,1360,978,10000384,847892
835,5160,5126,9999369,848724
836,2756,2790,10000284,848965
837,4276,2868,9999801,849840
838,1653,1229,9999618,850038
839,159,5296,9998815,850880
840,294,3778,9999786,851538
841,920,1018,10001235,852020
842,2406,1694,10000827,854214
843,203,974,10000675,854813
844,468,3026,9999874,855107
845,1359,3445,10002406,855868
846,4089,3664,10001006,857358
847,4930,2331,9998809,858581
848,1720,3250,9998829,860119
849,2603,2810,10000224,860355
850,3463,864,10001088,860927
851,4179,3097,10002059,861320
852,5894,407,10000286,862255
853,5062,5813,10000141,862315
854,1325,1235,9999830,863385
855,5182,414,10000284,863678
856,5420,5756,10001461,865518
857,1828,3352,10000404,865844
858,3389,2233,10000331,866277
859,1982,5765,9999462,868593
860,4917,3018,10000002,869040
861,3482,5876,10000635,869567
862,3367,4638,10002620,871081
863,4364,822,9998312,871210
864,888,4772,10000176,874165
865,4127,2388,9998945,874751
866,5555,663,10000396,875279
867,235,3794,10000861,875727
868,5222,5910,9999165,876710
869,1234,4201,9999175,878396
870,1622,1861,10000752,879798
871,2381,2630,10000122,882354
872,3250,5618,9999784,883844
873,2530,1922,10000223,884084
874,4848,5526,9999533,886394
875,3406,2382,10001228,887346
876,1888,2884,9999542,890242
877,4458,2961,10000060,890487
878,4135,2917,9998713,890800
879,2361,592,9999042,892733
880,4147,2596,9999638,894416
881,2929,970,10000550,894610
882,2872,5534,9999951,894926
883,4469,2204,9999853,895106
884,4869,4916,9999277,896762
885,4652,5761,10001356,897423
886,205,4809,9999413,901897
887,1056,5591,9997966,906609
888,4259,5159,9999036,908029
889,2578,5032,9999724,909670
890,4500,942,9999578,910355
891,1409,1730,9999460,911236
892,2470,1124,9999165,911343
893,4727,1669,9999230,912197
894,3124,376,9998957,912618
895,1894,120,10001697,912918
896,89,4618,10000343,912971
897,2710,964,10000610,913334
898,3559,2168,10000953,913914
899,825,4149,10000519,915553
900,377,4663,9999694,915742
901,2993,913,10002644,917189
902,2637,2981,9999495,918492
903,1370,5228,9999600,920345
904,2946,4842,9998580,921195
905,4592,1240,10001911,922490
906,4340,496,10000257,923192
907,4041,2039,10000349,923396
908,5490,4160,10000700,923520
909,1613,1384,9999885,926152
910,199,2474,10001585,926341
911,3714,1618,9998592,926394
912,5898,3389,10000212,927715
913,2867,5453,10000623,929051
914,1716,94,10000127,930680
915,3613,3275,9999738,931241
916,4012,2338,9999880,931270
917,4395,2073,9999952,932747
918,2613,3184,10000352,933486
919,3365,490,9999759,933964
920,1192,1007,9999858,937490
921,5776,4441,10001248,938222
922,5588,1894,9998823,938393
923,1377,191,9998822,939632
924,581,178,9998609,940084
925,3953,5602,10000680,940992
926,3156,5142,9999146,941105
927,5792,3460,10001129,941318
928,5530,2584,9999824,943285
929,614,1609,9999826,943867
930,3946,595,10000163,944970
931,2949,1752,10001040,947190
932,387,4033,10001465,947486
933,4223,2452,9999702,948134
934,880,2411,10000156,949718
935,5209,2047,10000560,949750
936,5237,4193,9999608,950241
937,2669,1048,9999093,951404
938,5944,5807,9997646,951523
939,5340,654,10000589,952780
940,2072,726,9999244,952928
941,5846,2394,9999132,953314
942,5575,5467,10001823,953773
943,5446,2579,9998760,953992
944,3027,2962,10000787,955384
945,1344,5535,10000286,955388
946,217,97,10000357,957640
947,1804,3079,9999465,961373
948,5624,625,10000211,962153
949,5505,5151,10000422,962643
950,3791,3786,9999998,962900
951,3618,5537,10000455,963749
